,LCLid,stdorToU,DateTime,Acorn,Acorn_grouped,KWh
1674,MAC000018,Std,1970-02-05 03:00:00,ACORN-E,Affluent,0.129
1675,MAC000018,Std,1970-02-05 03:30:00,ACORN-E,Affluent,0.128
1676,MAC000018,Std,1970-02-05 04:00:00,ACORN-E,Affluent,0.159
1677,MAC000018,Std,1970-02-05 04:30:00,ACORN-E,Affluent,0.145
1678,MAC000018,Std,1970-02-05 05:00:00,ACORN-E,Affluent,0.313
1679,MAC000018,Std,1970-02-05 05:30:00,ACORN-E,Affluent,0.24600000000000002
1680,MAC000018,Std,1970-02-05 06:00:00,ACORN-E,Affluent,0.244
1681,MAC000018,Std,1970-02-05 06:30:00,ACORN-E,Affluent,0.193
1682,MAC000018,Std,1970-02-05 07:00:00,ACORN-E,Affluent,0.17300000000000001
1683,MAC000018,Std,1970-02-05 07:30:00,ACORN-E,Affluent,0.26
1684,MAC000018,Std,1970-02-05 08:00:00,ACORN-E,Affluent,0.172
1685,MAC000018,Std,1970-02-05 08:30:00,ACORN-E,Affluent,0.175
1686,MAC000018,Std,1970-02-05 09:00:00,ACORN-E,Affluent,0.221
1687,MAC000018,Std,1970-02-05 09:30:00,ACORN-E,Affluent,0.585
1688,MAC000018,Std,1970-02-05 10:00:00,ACORN-E,Affluent,0.898
1689,MAC000018,Std,1970-02-05 10:30:00,ACORN-E,Affluent,0.205
1690,MAC000018,Std,1970-02-05 11:00:00,ACORN-E,Affluent,1.077
1691,MAC000018,Std,1970-02-05 11:30:00,ACORN-E,Affluent,1.15
1692,MAC000018,Std,1970-02-05 12:00:00,ACORN-E,Affluent,0.5329999999999999
1693,MAC000018,Std,1970-02-05 12:30:00,ACORN-E,Affluent,0.39899999999999997
1694,MAC000018,Std,1970-02-05 13:00:00,ACORN-E,Affluent,0.586
1695,MAC000018,Std,1970-02-05 13:30:00,ACORN-E,Affluent,0.6759999999999999
1696,MAC000018,Std,1970-02-05 14:00:00,ACORN-E,Affluent,0.504
1697,MAC000018,Std,1970-02-05 14:30:00,ACORN-E,Affluent,0.4
1698,MAC000018,Std,1970-02-05 15:00:00,ACORN-E,Affluent,0.47600000000000003
1699,MAC000018,Std,1970-02-05 15:30:00,ACORN-E,Affluent,0.607
1700,MAC000018,Std,1970-02-05 16:00:00,ACORN-E,Affluent,0.657
1701,MAC000018,Std,1970-02-05 16:30:00,ACORN-E,Affluent,0.5770000000000001
1702,MAC000018,Std,1970-02-05 17:00:00,ACORN-E,Affluent,0.703
1703,MAC000018,Std,1970-02-05 17:30:00,ACORN-E,Affluent,0.66
1704,MAC000018,Std,1970-02-05 18:00:00,ACORN-E,Affluent,0.591
1705,MAC000018,Std,1970-02-05 18:30:00,ACORN-E,Affluent,0.5329999999999999
1706,MAC000018,Std,1970-02-05 19:00:00,ACORN-E,Affluent,0.47
1707,MAC000018,Std,1970-02-05 19:30:00,ACORN-E,Affluent,0.473
1708,MAC000018,Std,1970-02-05 20:00:00,ACORN-E,Affluent,0.354
1709,MAC000018,Std,1970-02-05 20:30:00,ACORN-E,Affluent,0.349
1710,MAC000018,Std,1970-02-05 21:00:00,ACORN-E,Affluent,0.34600000000000003
1711,MAC000018,Std,1970-02-05 21:30:00,ACORN-E,Affluent,0.35600000000000004
1712,MAC000018,Std,1970-02-05 22:00:00,ACORN-E,Affluent,0.461
1713,MAC000018,Std,1970-02-05 22:30:00,ACORN-E,Affluent,0.35100000000000003
1714,MAC000018,Std,1970-02-05 23:00:00,ACORN-E,Affluent,0.35200000000000004
1715,MAC000018,Std,1970-02-05 23:30:00,ACORN-E,Affluent,0.34299999999999997
1716,MAC000018,Std,1970-02-06 00:00:00,ACORN-E,Affluent,0.34700000000000003
1717,MAC000018,Std,1970-02-06 00:30:00,ACORN-E,Affluent,0.35700000000000004
1718,MAC000018,Std,1970-02-06 01:00:00,ACORN-E,Affluent,0.376
1719,MAC000018,Std,1970-02-06 01:30:00,ACORN-E,Affluent,0.391
1720,MAC000018,Std,1970-02-06 02:00:00,ACORN-E,Affluent,0.179
1721,MAC000018,Std,1970-02-06 02:30:00,ACORN-E,Affluent,0.13
1722,MAC000018,Std,1970-02-06 03:00:00,ACORN-E,Affluent,0.129
1723,MAC000018,Std,1970-02-06 03:30:00,ACORN-E,Affluent,0.128
1724,MAC000018,Std,1970-02-06 04:00:00,ACORN-E,Affluent,0.161
1725,MAC000018,Std,1970-02-06 04:30:00,ACORN-E,Affluent,0.152
1726,MAC000018,Std,1970-02-06 05:00:00,ACORN-E,Affluent,0.146
1727,MAC000018,Std,1970-02-06 05:30:00,ACORN-E,Affluent,0.244
1728,MAC000018,Std,1970-02-06 06:00:00,ACORN-E,Affluent,0.249
1729,MAC000018,Std,1970-02-06 06:30:00,ACORN-E,Affluent,0.248
1730,MAC000018,Std,1970-02-06 07:00:00,ACORN-E,Affluent,0.248
1731,MAC000018,Std,1970-02-06 07:30:00,ACORN-E,Affluent,0.302
1732,MAC000018,Std,1970-02-06 08:00:00,ACORN-E,Affluent,0.175
1733,MAC000018,Std,1970-02-06 08:30:00,ACORN-E,Affluent,0.171
1734,MAC000018,Std,1970-02-06 09:00:00,ACORN-E,Affluent,0.16899999999999998
1735,MAC000018,Std,1970-02-06 09:30:00,ACORN-E,Affluent,0.174
1736,MAC000018,Std,1970-02-06 10:00:00,ACORN-E,Affluent,0.183
1737,MAC000018,Std,1970-02-06 10:30:00,ACORN-E,Affluent,0.23199999999999998
1738,MAC000018,Std,1970-02-06 11:00:00,ACORN-E,Affluent,0.21
1739,MAC000018,Std,1970-02-06 11:30:00,ACORN-E,Affluent,0.2
1740,MAC000018,Std,1970-02-06 12:00:00,ACORN-E,Affluent,0.17800000000000002
1741,MAC000018,Std,1970-02-06 12:30:00,ACORN-E,Affluent,0.17800000000000002
1742,MAC000018,Std,1970-02-06 13:00:00,ACORN-E,Affluent,0.18100000000000002
1743,MAC000018,Std,1970-02-06 13:30:00,ACORN-E,Affluent,0.22699999999999998
1744,MAC000018,Std,1970-02-06 14:00:00,ACORN-E,Affluent,0.532
1745,MAC000018,Std,1970-02-06 14:30:00,ACORN-E,Affluent,0.392
1746,MAC000018,Std,1970-02-06 15:00:00,ACORN-E,Affluent,0.556
1747,MAC000018,Std,1970-02-06 15:30:00,ACORN-E,Affluent,0.612
1748,MAC000018,Std,1970-02-06 16:00:00,ACORN-E,Affluent,0.6559999999999999
1749,MAC000018,Std,1970-02-06 16:30:00,ACORN-E,Affluent,0.652
1750,MAC000018,Std,1970-02-06 17:00:00,ACORN-E,Affluent,0.684
1751,MAC000018,Std,1970-02-06 17:30:00,ACORN-E,Affluent,0.574
1752,MAC000018,Std,1970-02-06 18:00:00,ACORN-E,Affluent,0.61
1753,MAC000018,Std,1970-02-06 18:30:00,ACORN-E,Affluent,0.562
1754,MAC000018,Std,1970-02-06 19:00:00,ACORN-E,Affluent,0.531
1755,MAC000018,Std,1970-02-06 19:30:00,ACORN-E,Affluent,0.511
1756,MAC000018,Std,1970-02-06 20:00:00,ACORN-E,Affluent,0.551
1757,MAC000018,Std,1970-02-06 20:30:00,ACORN-E,Affluent,0.39799999999999996
1758,MAC000018,Std,1970-02-06 21:00:00,ACORN-E,Affluent,0.37799999999999995
1759,MAC000018,Std,1970-02-06 21:30:00,ACORN-E,Affluent,0.531
1760,MAC000018,Std,1970-02-06 22:00:00,ACORN-E,Affluent,0.34600000000000003
1761,MAC000018,Std,1970-02-06 22:30:00,ACORN-E,Affluent,0.35200000000000004
1762,MAC000018,Std,1970-02-06 23:00:00,ACORN-E,Affluent,0.358
1763,MAC000018,Std,1970-02-06 23:30:00,ACORN-E,Affluent,0.355
1764,MAC000018,Std,1970-02-07 00:00:00,ACORN-E,Affluent,0.358
1765,MAC000018,Std,1970-02-07 00:30:00,ACORN-E,Affluent,0.348
1766,MAC000018,Std,1970-02-07 01:00:00,ACORN-E,Affluent,0.349
1767,MAC000018,Std,1970-02-07 01:30:00,ACORN-E,Affluent,0.348
1768,MAC000018,Std,1970-02-07 02:00:00,ACORN-E,Affluent,0.207
1769,MAC000018,Std,1970-02-07 02:30:00,ACORN-E,Affluent,0.128
1770,MAC000018,Std,1970-02-07 03:00:00,ACORN-E,Affluent,0.134
1771,MAC000018,Std,1970-02-07 03:30:00,ACORN-E,Affluent,0.131
1772,MAC000018,Std,1970-02-07 04:00:00,ACORN-E,Affluent,0.163
1773,MAC000018,Std,1970-02-07 04:30:00,ACORN-E,Affluent,0.146
1774,MAC000018,Std,1970-02-07 05:00:00,ACORN-E,Affluent,0.218
1775,MAC000018,Std,1970-02-07 05:30:00,ACORN-E,Affluent,0.244
1776,MAC000018,Std,1970-02-07 06:00:00,ACORN-E,Affluent,0.247
1777,MAC000018,Std,1970-02-07 06:30:00,ACORN-E,Affluent,0.248
1778,MAC000018,Std,1970-02-07 07:00:00,ACORN-E,Affluent,0.308
1779,MAC000018,Std,1970-02-07 07:30:00,ACORN-E,Affluent,0.175
1780,MAC000018,Std,1970-02-07 08:00:00,ACORN-E,Affluent,0.175
1781,MAC000018,Std,1970-02-07 08:30:00,ACORN-E,Affluent,0.174
1782,MAC000018,Std,1970-02-07 09:00:00,ACORN-E,Affluent,0.17
1783,MAC000018,Std,1970-02-07 09:30:00,ACORN-E,Affluent,0.17300000000000001
1784,MAC000018,Std,1970-02-07 10:00:00,ACORN-E,Affluent,0.174
1785,MAC000018,Std,1970-02-07 10:30:00,ACORN-E,Affluent,0.193
1786,MAC000018,Std,1970-02-07 11:00:00,ACORN-E,Affluent,0.222
1787,MAC000018,Std,1970-02-07 11:30:00,ACORN-E,Affluent,0.203
1788,MAC000018,Std,1970-02-07 12:00:00,ACORN-E,Affluent,0.249
1789,MAC000018,Std,1970-02-07 12:30:00,ACORN-E,Affluent,0.99
1790,MAC000018,Std,1970-02-07 13:00:00,ACORN-E,Affluent,0.433
1791,MAC000018,Std,1970-02-07 13:30:00,ACORN-E,Affluent,0.431
1792,MAC000018,Std,1970-02-07 14:00:00,ACORN-E,Affluent,0.44
1793,MAC000018,Std,1970-02-07 14:30:00,ACORN-E,Affluent,0.444
1794,MAC000018,Std,1970-02-07 15:00:00,ACORN-E,Affluent,0.488
1795,MAC000018,Std,1970-02-07 15:30:00,ACORN-E,Affluent,0.47700000000000004
1796,MAC000018,Std,1970-02-07 16:00:00,ACORN-E,Affluent,0.47200000000000003
1797,MAC000018,Std,1970-02-07 16:30:00,ACORN-E,Affluent,0.521
1798,MAC000018,Std,1970-02-07 17:00:00,ACORN-E,Affluent,0.486
1799,MAC000018,Std,1970-02-07 17:30:00,ACORN-E,Affluent,0.541
1800,MAC000018,Std,1970-02-07 18:00:00,ACORN-E,Affluent,0.5670000000000001
1801,MAC000018,Std,1970-02-07 18:30:00,ACORN-E,Affluent,0.748
1802,MAC000018,Std,1970-02-07 19:00:00,ACORN-E,Affluent,0.617
1803,MAC000018,Std,1970-02-07 19:30:00,ACORN-E,Affluent,0.509
1804,MAC000018,Std,1970-02-07 20:00:00,ACORN-E,Affluent,0.466
1805,MAC000018,Std,1970-02-07 20:30:00,ACORN-E,Affluent,0.424
1806,MAC000018,Std,1970-02-07 21:00:00,ACORN-E,Affluent,0.34299999999999997
1807,MAC000018,Std,1970-02-07 21:30:00,ACORN-E,Affluent,0.349
1808,MAC000018,Std,1970-02-07 22:00:00,ACORN-E,Affluent,0.433
1809,MAC000018,Std,1970-02-07 22:30:00,ACORN-E,Affluent,0.35200000000000004
1810,MAC000018,Std,1970-02-07 23:00:00,ACORN-E,Affluent,0.35100000000000003
1811,MAC000018,Std,1970-02-07 23:30:00,ACORN-E,Affluent,0.35
1812,MAC000018,Std,1970-02-08 00:00:00,ACORN-E,Affluent,0.354
1813,MAC000018,Std,1970-02-08 00:30:00,ACORN-E,Affluent,0.35200000000000004
1814,MAC000018,Std,1970-02-08 01:00:00,ACORN-E,Affluent,0.35
1815,MAC000018,Std,1970-02-08 01:30:00,ACORN-E,Affluent,0.348
1816,MAC000018,Std,1970-02-08 02:00:00,ACORN-E,Affluent,0.35200000000000004
1817,MAC000018,Std,1970-02-08 02:30:00,ACORN-E,Affluent,0.349
1818,MAC000018,Std,1970-02-08 03:00:00,ACORN-E,Affluent,0.342
1819,MAC000018,Std,1970-02-08 03:30:00,ACORN-E,Affluent,0.336
1820,MAC000018,Std,1970-02-08 04:00:00,ACORN-E,Affluent,0.349
1821,MAC000018,Std,1970-02-08 04:30:00,ACORN-E,Affluent,0.21899999999999997
1822,MAC000018,Std,1970-02-08 05:00:00,ACORN-E,Affluent,0.22899999999999998
1823,MAC000018,Std,1970-02-08 05:30:00,ACORN-E,Affluent,0.228
1824,MAC000018,Std,1970-02-08 06:00:00,ACORN-E,Affluent,0.193
1825,MAC000018,Std,1970-02-08 06:30:00,ACORN-E,Affluent,0.17300000000000001
1826,MAC000018,Std,1970-02-08 07:00:00,ACORN-E,Affluent,0.245
1827,MAC000018,Std,1970-02-08 07:30:00,ACORN-E,Affluent,0.265
1828,MAC000018,Std,1970-02-08 08:00:00,ACORN-E,Affluent,0.434
1829,MAC000018,Std,1970-02-08 08:30:00,ACORN-E,Affluent,0.266
1830,MAC000018,Std,1970-02-08 09:00:00,ACORN-E,Affluent,1.0
1831,MAC000018,Std,1970-02-08 09:30:00,ACORN-E,Affluent,0.995
1832,MAC000018,Std,1970-02-08 10:00:00,ACORN-E,Affluent,0.6509999999999999
1833,MAC000018,Std,1970-02-08 10:30:00,ACORN-E,Affluent,0.26
1834,MAC000018,Std,1970-02-08 11:00:00,ACORN-E,Affluent,0.4
1835,MAC000018,Std,1970-02-08 11:30:00,ACORN-E,Affluent,0.239
1836,MAC000018,Std,1970-02-08 12:00:00,ACORN-E,Affluent,0.221
1837,MAC000018,Std,1970-02-08 12:30:00,ACORN-E,Affluent,0.465
1838,MAC000018,Std,1970-02-08 13:00:00,ACORN-E,Affluent,0.519
1839,MAC000018,Std,1970-02-08 13:30:00,ACORN-E,Affluent,0.301
1840,MAC000018,Std,1970-02-08 14:00:00,ACORN-E,Affluent,0.255
1841,MAC000018,Std,1970-02-08 14:30:00,ACORN-E,Affluent,0.26899999999999996
1842,MAC000018,Std,1970-02-08 15:00:00,ACORN-E,Affluent,0.253
1843,MAC000018,Std,1970-02-08 15:30:00,ACORN-E,Affluent,0.22699999999999998
1844,MAC000018,Std,1970-02-08 16:00:00,ACORN-E,Affluent,0.304
1845,MAC000018,Std,1970-02-08 16:30:00,ACORN-E,Affluent,0.3
1846,MAC000018,Std,1970-02-08 17:00:00,ACORN-E,Affluent,0.278
1847,MAC000018,Std,1970-02-08 17:30:00,ACORN-E,Affluent,0.23
1848,MAC000018,Std,1970-02-08 18:00:00,ACORN-E,Affluent,0.596
1849,MAC000018,Std,1970-02-08 18:30:00,ACORN-E,Affluent,0.58
1850,MAC000018,Std,1970-02-08 19:00:00,ACORN-E,Affluent,0.6579999999999999
1851,MAC000018,Std,1970-02-08 19:30:00,ACORN-E,Affluent,0.564
1852,MAC000018,Std,1970-02-08 20:00:00,ACORN-E,Affluent,0.43200000000000005
1853,MAC000018,Std,1970-02-08 20:30:00,ACORN-E,Affluent,0.446
1854,MAC000018,Std,1970-02-08 21:00:00,ACORN-E,Affluent,0.43700000000000006
1855,MAC000018,Std,1970-02-08 21:30:00,ACORN-E,Affluent,0.43700000000000006
1856,MAC000018,Std,1970-02-08 22:00:00,ACORN-E,Affluent,0.439
1857,MAC000018,Std,1970-02-08 22:30:00,ACORN-E,Affluent,0.442
1858,MAC000018,Std,1970-02-08 23:00:00,ACORN-E,Affluent,0.44
1859,MAC000018,Std,1970-02-08 23:30:00,ACORN-E,Affluent,0.49200000000000005
1860,MAC000018,Std,1970-02-09 00:00:00,ACORN-E,Affluent,0.292
1861,MAC000018,Std,1970-02-09 00:30:00,ACORN-E,Affluent,0.129
1862,MAC000018,Std,1970-02-09 01:00:00,ACORN-E,Affluent,0.136
1863,MAC000018,Std,1970-02-09 01:30:00,ACORN-E,Affluent,0.14400000000000002
1864,MAC000018,Std,1970-02-09 02:00:00,ACORN-E,Affluent,0.133
1865,MAC000018,Std,1970-02-09 02:30:00,ACORN-E,Affluent,0.133
1866,MAC000018,Std,1970-02-09 03:00:00,ACORN-E,Affluent,0.133
1867,MAC000018,Std,1970-02-09 03:30:00,ACORN-E,Affluent,0.129
1868,MAC000018,Std,1970-02-09 04:00:00,ACORN-E,Affluent,0.127
1869,MAC000018,Std,1970-02-09 04:30:00,ACORN-E,Affluent,0.159
1870,MAC000018,Std,1970-02-09 05:00:00,ACORN-E,Affluent,0.161
1871,MAC000018,Std,1970-02-09 05:30:00,ACORN-E,Affluent,0.235
1872,MAC000018,Std,1970-02-09 06:00:00,ACORN-E,Affluent,0.231
1873,MAC000018,Std,1970-02-09 06:30:00,ACORN-E,Affluent,0.2
1874,MAC000018,Std,1970-02-09 07:00:00,ACORN-E,Affluent,0.282
1875,MAC000018,Std,1970-02-09 07:30:00,ACORN-E,Affluent,0.175
1876,MAC000018,Std,1970-02-09 08:00:00,ACORN-E,Affluent,0.172
1877,MAC000018,Std,1970-02-09 08:30:00,ACORN-E,Affluent,0.179
1878,MAC000018,Std,1970-02-09 09:00:00,ACORN-E,Affluent,0.17800000000000002
1879,MAC000018,Std,1970-02-09 09:30:00,ACORN-E,Affluent,0.177
1880,MAC000018,Std,1970-02-09 10:00:00,ACORN-E,Affluent,0.17300000000000001
1881,MAC000018,Std,1970-02-09 10:30:00,ACORN-E,Affluent,0.17300000000000001
1882,MAC000018,Std,1970-02-09 11:00:00,ACORN-E,Affluent,0.191
1883,MAC000018,Std,1970-02-09 11:30:00,ACORN-E,Affluent,0.172
1884,MAC000018,Std,1970-02-09 12:00:00,ACORN-E,Affluent,0.17600000000000002
1885,MAC000018,Std,1970-02-09 12:30:00,ACORN-E,Affluent,0.174
1886,MAC000018,Std,1970-02-09 13:00:00,ACORN-E,Affluent,0.18
1887,MAC000018,Std,1970-02-09 13:30:00,ACORN-E,Affluent,0.17800000000000002
1888,MAC000018,Std,1970-02-09 14:00:00,ACORN-E,Affluent,0.177
1889,MAC000018,Std,1970-02-09 14:30:00,ACORN-E,Affluent,0.218
1890,MAC000018,Std,1970-02-09 15:00:00,ACORN-E,Affluent,0.222
1891,MAC000018,Std,1970-02-09 15:30:00,ACORN-E,Affluent,0.24100000000000002
1892,MAC000018,Std,1970-02-09 16:00:00,ACORN-E,Affluent,0.474
1893,MAC000018,Std,1970-02-09 16:30:00,ACORN-E,Affluent,0.353
1894,MAC000018,Std,1970-02-09 17:00:00,ACORN-E,Affluent,0.34700000000000003
1895,MAC000018,Std,1970-02-09 17:30:00,ACORN-E,Affluent,0.797
1896,MAC000018,Std,1970-02-09 18:00:00,ACORN-E,Affluent,0.6629999999999999
1897,MAC000018,Std,1970-02-09 18:30:00,ACORN-E,Affluent,0.627
1898,MAC000018,Std,1970-02-09 19:00:00,ACORN-E,Affluent,0.634
1899,MAC000018,Std,1970-02-09 19:30:00,ACORN-E,Affluent,1.25
1900,MAC000018,Std,1970-02-09 20:00:00,ACORN-E,Affluent,0.684
1901,MAC000018,Std,1970-02-09 20:30:00,ACORN-E,Affluent,0.601
1902,MAC000018,Std,1970-02-09 21:00:00,ACORN-E,Affluent,0.44
1903,MAC000018,Std,1970-02-09 21:30:00,ACORN-E,Affluent,0.414
1904,MAC000018,Std,1970-02-09 22:00:00,ACORN-E,Affluent,0.368
1905,MAC000018,Std,1970-02-09 22:30:00,ACORN-E,Affluent,0.151
1906,MAC000018,Std,1970-02-09 23:00:00,ACORN-E,Affluent,0.122
1907,MAC000018,Std,1970-02-09 23:30:00,ACORN-E,Affluent,0.139
1908,MAC000018,Std,1970-02-10 00:00:00,ACORN-E,Affluent,0.138
1909,MAC000018,Std,1970-02-10 00:30:00,ACORN-E,Affluent,0.126
1910,MAC000018,Std,1970-02-10 01:00:00,ACORN-E,Affluent,0.126
1911,MAC000018,Std,1970-02-10 01:30:00,ACORN-E,Affluent,0.213
1912,MAC000018,Std,1970-02-10 02:00:00,ACORN-E,Affluent,0.136
1913,MAC000018,Std,1970-02-10 02:30:00,ACORN-E,Affluent,0.18600000000000003
1914,MAC000018,Std,1970-02-10 03:00:00,ACORN-E,Affluent,0.285
1915,MAC000018,Std,1970-02-10 03:30:00,ACORN-E,Affluent,0.14
1916,MAC000018,Std,1970-02-10 04:00:00,ACORN-E,Affluent,0.145
1917,MAC000018,Std,1970-02-10 04:30:00,ACORN-E,Affluent,0.15
1918,MAC000018,Std,1970-02-10 05:00:00,ACORN-E,Affluent,0.139
1919,MAC000018,Std,1970-02-10 05:30:00,ACORN-E,Affluent,0.243
1920,MAC000018,Std,1970-02-10 06:00:00,ACORN-E,Affluent,0.239
1921,MAC000018,Std,1970-02-10 06:30:00,ACORN-E,Affluent,0.316
1922,MAC000018,Std,1970-02-10 07:00:00,ACORN-E,Affluent,0.21
1923,MAC000018,Std,1970-02-10 07:30:00,ACORN-E,Affluent,0.19399999999999998
1924,MAC000018,Std,1970-02-10 08:00:00,ACORN-E,Affluent,0.196
1925,MAC000018,Std,1970-02-10 08:30:00,ACORN-E,Affluent,0.187
1926,MAC000018,Std,1970-02-10 09:00:00,ACORN-E,Affluent,0.177
1927,MAC000018,Std,1970-02-10 09:30:00,ACORN-E,Affluent,0.204
1928,MAC000018,Std,1970-02-10 10:00:00,ACORN-E,Affluent,0.386
1929,MAC000018,Std,1970-02-10 10:30:00,ACORN-E,Affluent,0.7290000000000001
1930,MAC000018,Std,1970-02-10 11:00:00,ACORN-E,Affluent,0.674
1931,MAC000018,Std,1970-02-10 11:30:00,ACORN-E,Affluent,0.21899999999999997
1932,MAC000018,Std,1970-02-10 12:00:00,ACORN-E,Affluent,0.309
1933,MAC000018,Std,1970-02-10 12:30:00,ACORN-E,Affluent,0.247
1934,MAC000018,Std,1970-02-10 13:00:00,ACORN-E,Affluent,0.203
1935,MAC000018,Std,1970-02-10 13:30:00,ACORN-E,Affluent,0.205
1936,MAC000018,Std,1970-02-10 14:00:00,ACORN-E,Affluent,0.275
1937,MAC000018,Std,1970-02-10 14:30:00,ACORN-E,Affluent,0.332
1938,MAC000018,Std,1970-02-10 15:00:00,ACORN-E,Affluent,0.27399999999999997
1939,MAC000018,Std,1970-02-10 15:30:00,ACORN-E,Affluent,0.259
1940,MAC000018,Std,1970-02-10 16:00:00,ACORN-E,Affluent,0.355
1941,MAC000018,Std,1970-02-10 16:30:00,ACORN-E,Affluent,0.953
1942,MAC000018,Std,1970-02-10 17:00:00,ACORN-E,Affluent,0.557
1943,MAC000018,Std,1970-02-10 17:30:00,ACORN-E,Affluent,0.35700000000000004
1944,MAC000018,Std,1970-02-10 18:00:00,ACORN-E,Affluent,0.306
1945,MAC000018,Std,1970-02-10 18:30:00,ACORN-E,Affluent,0.303
1946,MAC000018,Std,1970-02-10 19:00:00,ACORN-E,Affluent,0.297
1947,MAC000018,Std,1970-02-10 19:30:00,ACORN-E,Affluent,0.344
1948,MAC000018,Std,1970-02-10 20:00:00,ACORN-E,Affluent,0.578
1949,MAC000018,Std,1970-02-10 20:30:00,ACORN-E,Affluent,0.483
1950,MAC000018,Std,1970-02-10 21:00:00,ACORN-E,Affluent,0.33799999999999997
1951,MAC000018,Std,1970-02-10 21:30:00,ACORN-E,Affluent,0.309
1952,MAC000018,Std,1970-02-10 22:00:00,ACORN-E,Affluent,0.298
1953,MAC000018,Std,1970-02-10 22:30:00,ACORN-E,Affluent,0.38299999999999995
1954,MAC000018,Std,1970-02-10 23:00:00,ACORN-E,Affluent,0.355
1955,MAC000018,Std,1970-02-10 23:30:00,ACORN-E,Affluent,0.34
1956,MAC000018,Std,1970-02-11 00:00:00,ACORN-E,Affluent,0.361
1957,MAC000018,Std,1970-02-11 00:30:00,ACORN-E,Affluent,0.354
1958,MAC000018,Std,1970-02-11 01:00:00,ACORN-E,Affluent,0.24100000000000002
1959,MAC000018,Std,1970-02-11 01:30:00,ACORN-E,Affluent,0.23600000000000002
1960,MAC000018,Std,1970-02-11 02:00:00,ACORN-E,Affluent,0.251
1961,MAC000018,Std,1970-02-11 02:30:00,ACORN-E,Affluent,0.255
1962,MAC000018,Std,1970-02-11 03:00:00,ACORN-E,Affluent,0.239
1963,MAC000018,Std,1970-02-11 03:30:00,ACORN-E,Affluent,0.248
1964,MAC000018,Std,1970-02-11 04:00:00,ACORN-E,Affluent,0.17800000000000002
1965,MAC000018,Std,1970-02-11 04:30:00,ACORN-E,Affluent,0.16699999999999998
1966,MAC000018,Std,1970-02-11 05:00:00,ACORN-E,Affluent,0.126
1967,MAC000018,Std,1970-02-11 05:30:00,ACORN-E,Affluent,0.184
1968,MAC000018,Std,1970-02-11 06:00:00,ACORN-E,Affluent,0.23399999999999999
1969,MAC000018,Std,1970-02-11 06:30:00,ACORN-E,Affluent,0.22
1970,MAC000018,Std,1970-02-11 07:00:00,ACORN-E,Affluent,0.16399999999999998
1971,MAC000018,Std,1970-02-11 07:30:00,ACORN-E,Affluent,0.235
1972,MAC000018,Std,1970-02-11 08:00:00,ACORN-E,Affluent,0.327
1973,MAC000018,Std,1970-02-11 08:30:00,ACORN-E,Affluent,0.245
1974,MAC000018,Std,1970-02-11 09:00:00,ACORN-E,Affluent,0.18100000000000002
1975,MAC000018,Std,1970-02-11 09:30:00,ACORN-E,Affluent,0.185
1976,MAC000018,Std,1970-02-11 10:00:00,ACORN-E,Affluent,0.188
1977,MAC000018,Std,1970-02-11 10:30:00,ACORN-E,Affluent,0.205
1978,MAC000018,Std,1970-02-11 11:00:00,ACORN-E,Affluent,0.18600000000000003
1979,MAC000018,Std,1970-02-11 11:30:00,ACORN-E,Affluent,0.196
1980,MAC000018,Std,1970-02-11 12:00:00,ACORN-E,Affluent,0.21100000000000002
1981,MAC000018,Std,1970-02-11 12:30:00,ACORN-E,Affluent,0.20199999999999999
1982,MAC000018,Std,1970-02-11 13:00:00,ACORN-E,Affluent,0.184
1983,MAC000018,Std,1970-02-11 13:30:00,ACORN-E,Affluent,0.19699999999999998
1984,MAC000018,Std,1970-02-11 14:00:00,ACORN-E,Affluent,0.239
1985,MAC000018,Std,1970-02-11 14:30:00,ACORN-E,Affluent,0.26899999999999996
1986,MAC000018,Std,1970-02-11 15:00:00,ACORN-E,Affluent,0.247
1987,MAC000018,Std,1970-02-11 15:30:00,ACORN-E,Affluent,0.267
1988,MAC000018,Std,1970-02-11 16:00:00,ACORN-E,Affluent,0.268
1989,MAC000018,Std,1970-02-11 16:30:00,ACORN-E,Affluent,0.265
1990,MAC000018,Std,1970-02-11 17:00:00,ACORN-E,Affluent,0.256
1991,MAC000018,Std,1970-02-11 17:30:00,ACORN-E,Affluent,0.314
1992,MAC000018,Std,1970-02-11 18:00:00,ACORN-E,Affluent,0.397
1993,MAC000018,Std,1970-02-11 18:30:00,ACORN-E,Affluent,0.299
1994,MAC000018,Std,1970-02-11 19:00:00,ACORN-E,Affluent,0.318
1995,MAC000018,Std,1970-02-11 19:30:00,ACORN-E,Affluent,0.598
1996,MAC000018,Std,1970-02-11 20:00:00,ACORN-E,Affluent,0.536
1997,MAC000018,Std,1970-02-11 20:30:00,ACORN-E,Affluent,0.524
1998,MAC000018,Std,1970-02-11 21:00:00,ACORN-E,Affluent,0.344
1999,MAC000018,Std,1970-02-11 21:30:00,ACORN-E,Affluent,0.313
2000,MAC000018,Std,1970-02-11 22:00:00,ACORN-E,Affluent,0.35700000000000004
2001,MAC000018,Std,1970-02-11 22:30:00,ACORN-E,Affluent,0.353
2002,MAC000018,Std,1970-02-11 23:00:00,ACORN-E,Affluent,0.35600000000000004
2003,MAC000018,Std,1970-02-11 23:30:00,ACORN-E,Affluent,0.34700000000000003
2004,MAC000018,Std,1970-02-12 00:00:00,ACORN-E,Affluent,0.36
